ResourceName,StandardName,DisplayName,Definition,Groups,SimpleDataType,SourceResource,SugMaxLength,SugMaxPrecision,Synonyms,FrenchCanadianDisplayName,SpanishDisplayName,ElementStatus,RecordId,LegacyRecordId,LookupStatus,LookupName,RepeatingElement,PropertyTypes,Payloads,StatusChangeDate,RevisedDate,AddedInVersion,WikiPageTitle,WikiPageUrl,WikiPageId,TargetResourceKey,SourceResourceKey,BEDES
Contacts,Birthdate,Birthdate,"The birthday of the contact; month, day and year.",,Date,,10,,,,Fecha de Nacimiento,Active,76b81ce,150067,,,No,,,2017-08-09,2016-11-09,,Birthdate Field,https://ddwiki.reso.org/display/DDW17/Birthdate+Field,1130437,,,
Contacts,BusinessFax,Business Fax,North American 10 digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,,String,,16,,,,Fax de Negocio,Active,5a41474,150054,,,No,,,2013-05-21,2012-12-12,,BusinessFax Field,https://ddwiki.reso.org/display/DDW17/BusinessFax+Field,1130443,,,"Contact Label = ""Business""Telephone Number Label = ""Fax""Telephone Number = [value]"
Contacts,Children,Children,A list of the names of the contact's children in a comma separated list.,,String,,150,,,,Hijos,Active,4ad5b54,150078,,,No,,,2013-05-21,2012-12-12,,Children Field,https://ddwiki.reso.org/display/DDW17/Children+Field,1130448,,,
Contacts,Company,Company,The contact's company or employer.,,String,,50,,,,Compañía,Active,21d9749,150063,,,No,,,2013-05-21,2012-12-12,,Company Field,https://ddwiki.reso.org/display/DDW17/Company+Field,1130454,,,Company Name = [value]
Contacts,ContactKey,Contact Key,"A system unique identifier. Specifically, in aggregation systems, the ContactKey is the system unique identifier from the system that the record was retrieved. This may be identical to the related xxxId.",,String,,255,,RID,,Clave de Contacto,Active,963bc14,150001,,,No,,,2013-05-21,2012-12-12,,ContactKey Field,https://ddwiki.reso.org/display/DDW17/ContactKey+Field,1130460,,,"Subaddress Type = ""Key""Contact ID = [value]"
Contacts,ContactLoginId,Contact Login ID,"The local, well-known identifier for the contact. This value may not be unique, specifically in the case of aggregation systems, this value should be the identifier from the original system and is used by the Contact to logon to a client portal in that system.",,String,,25,,,,ID de Ingreso de Contacto,Active,452c1cf,150002,,,No,,,2013-05-21,2012-12-12,,ContactLoginId Field,https://ddwiki.reso.org/display/DDW17/ContactLoginId+Field,1130465,,,
Contacts,ContactPassword,Contact Password,A client password that the member wishes to share with other systems. Normal security considerations apply and are the responsibility of the entity utilizing this field.,,String,,25,,,,Contraseña de Contacto,Active,affba22,150003,,,No,,,2013-05-21,2012-12-12,,ContactPassword Field,https://ddwiki.reso.org/display/DDW17/ContactPassword+Field,1130471,,,
Contacts,ContactsOtherPhone,Contacts Other Phone,A collection of the types of other phone fields available for Contacts. The collection includes the type of system and other details pertinent about other phone numbers,,Collection,OtherPhone,,,,,,Active,9de57b1,150093,,,No,,,2018-12-26,2017-10-26,1.7.0,ContactsOtherPhone Field,https://ddwiki.reso.org/display/DDW17/ContactsOtherPhone+Field,1130931,,"ResourceRecordKey, ResourceName",
Contacts,ContactsSocialMedia,Contacts Social Media,A collection of the types of social media fields available for this contact. The collection includes the type of system and other details pertinent about social media,,Collection,SocialMedia,,,,,,Active,0ac1cf1,150094,,,No,,,2018-12-26,2017-10-26,1.7.0,ContactsSocialMedia Field,https://ddwiki.reso.org/display/DDW17/ContactsSocialMedia+Field,1130938,,"ResourceRecordKey, ResourceName",
Contacts,ContactStatus,Contact Status,"The status of the contact. Active, Inactive, On Vacation, Deleted, etc.,",,"String List, Single",,25,,ChoiceList,,Estado de Contacto,Active,6ff08ef,150082,Open,ContactStatus,No,,,2017-08-09,2018-06-02,,ContactStatus Field,https://ddwiki.reso.org/display/DDW17/ContactStatus+Field,1130477,,,
Contacts,ContactType,Contact Type,"The type of contact. i.e. Business, Friend, Family, Prospect, Ready to Buy, etc.",,"String List, Multi",,255,,,,Tipo de Contacto,Active,2e70190,150085,Open with Enumerations,ContactType,No,,,2017-08-09,2016-06-17,,ContactType Field,https://ddwiki.reso.org/display/DDW17/ContactType+Field,1130483,,,
Contacts,Department,Department,The department in which the contact works.,,String,,50,,,,Departamento,Active,bb48382,150064,,,No,,,2013-05-21,2012-12-12,,Department Field,https://ddwiki.reso.org/display/DDW17/Department+Field,1130489,,,
Contacts,DirectPhone,Direct Phone,North American 10 digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,,String,,16,,,,Teléfono Directo,Active,6577cd1,150051,,,No,,,2013-05-21,2012-12-12,,DirectPhone Field,https://ddwiki.reso.org/display/DDW17/DirectPhone+Field,1130495,,,"Telephone Number Label = ""Direct""Telephone Number = [value]"
Contacts,Email,Email,The preferred Email address of the contact.,,String,,80,,,,Email,Active,5042c9b,150045,,,No,,,2013-05-21,2012-12-12,,Email Field,https://ddwiki.reso.org/display/DDW17/Email+Field,1130500,,,"Priority = ""Primary""Email Address = [value]"
Contacts,Email2,Email 2,The secondary email address of the contact.,,String,,80,,,,Email 2,Active,5fb98a7,150046,,,No,,,2013-05-21,2012-12-12,,Email2 Field,https://ddwiki.reso.org/display/DDW17/Email2+Field,1130507,,,"Priority = ""Secondary""Email Address = [value]"
Contacts,Email3,Email 3,The tertiary email address of the contact.,,String,,80,,,,Email 3,Active,30d05df,150047,,,No,,,2013-05-21,2012-12-12,,Email3 Field,https://ddwiki.reso.org/display/DDW17/Email3+Field,1130513,,,"Priority = ""Tertiary""Email Address = [value]"
Contacts,FirstName,First Name,The first name of the Contact.,,String,,50,,,,Nombre,Active,c5c9a42,150007,,,No,,,2013-05-21,2019-01-23,,FirstName Field,https://ddwiki.reso.org/display/DDW17/FirstName+Field,1130519,,,
Contacts,FullName,Full Name,The full name of the Contact. (First Middle Last) or a alternate full name.,,String,,150,,,,Nombre Completo,Active,258edc0,150011,,,No,,,2013-05-21,2019-01-23,,FullName Field,https://ddwiki.reso.org/display/DDW17/FullName+Field,1130525,,,Full Name = [value]
Contacts,HistoryTransactional,History Transactional,The history of the Contacts record.,,Collection,HistoryTransactional,,,,,,,1debe94,,,,No,,,2022-01-06,2022-01-06,,HistoryTransactional Field (Contacts),https://ddwiki.reso.org/pages/viewpage.action?pageId=1130919,1130919,,"ResourceRecordKey, ResourceName",
Contacts,HomeAddress1,Home Address 1,"The street number, direction, name and suffix of the contact's home.",,String,,50,,,,Dirección de Hogar 1,Active,852d51f,150016,,,No,,,2013-05-21,2012-12-12,,HomeAddress1 Field,https://ddwiki.reso.org/display/DDW17/HomeAddress1+Field,1130531,,,"Address Label = ""Home""Address Line 1 = [value]"
Contacts,HomeAddress2,Home Address 2,The unit/suite number of the contact's home.,,String,,50,,,,Dirección de Hogar 2,Active,695ab49,150017,,,No,,,2013-05-21,2012-12-12,,HomeAddress2 Field,https://ddwiki.reso.org/display/DDW17/HomeAddress2+Field,1130537,,,"Address Label = ""Home""Address Line 2 = [value]"
Contacts,HomeCarrierRoute,Home Carrier Route,"The group of addresses to which the USPS assigns the same code to aid in mail delivery. For the USPS, these codes are 9 digits: 5 numbers for the ZIP Code, one letter for the carrier route type, and 3 numbers for the carrier route number.",,String,,9,,"RR, CR",,Ruta Transportista Hogar,Active,454609a,150022,,,No,,,2013-05-21,2012-12-12,,HomeCarrierRoute Field,https://ddwiki.reso.org/display/DDW17/HomeCarrierRoute+Field,1130543,,,"Address Label = ""Home""Street Name Post Type = ""Route""ZIP Plus 4 = [value]"
Contacts,HomeCity,Home City,The city of the contact's home.,,String,,50,,,,Ciudad Hogar,Active,47b317a,150018,,,No,,,2013-05-21,2012-12-12,,HomeCity Field,https://ddwiki.reso.org/display/DDW17/HomeCity+Field,1130549,,,"Address Label = ""Home""City = [value]"
Contacts,HomeCountry,Home Country,The country abbreviation in a postal address.,,"String List, Single",,2,,,,País Hogar,Active,b2404f4,150024,Open with Enumerations,Country,No,,,2016-06-21,2016-01-11,,HomeCountry Field,https://ddwiki.reso.org/display/DDW17/HomeCountry+Field,1130555,,,"Address Label = ""Home""Country Name = [value]"
Contacts,HomeCountyOrParish,Home County Or Parish,The county or parish in which the contact's home is addressed.,,"String List, Single",,50,,County,,Condado o Distrito Hogar,Active,9ec88b8,150023,Open,CountyOrParish,No,,,2013-05-21,2012-12-12,,HomeCountyOrParish Field,https://ddwiki.reso.org/display/DDW17/HomeCountyOrParish+Field,1130563,,,"Address Label = ""Home""County = [value]"
Contacts,HomeFax,Home Fax,North American 10 digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,,String,,16,,,,Fax Hogar,Active,794e441,150053,,,No,,,2013-05-21,2012-12-12,,HomeFax Field,https://ddwiki.reso.org/display/DDW17/HomeFax+Field,1130565,,,"Address Label = ""Home""Telephone Number Label = ""Fax""Telephone Number = [value]"
Contacts,HomePhone,Home Phone,North American 10 digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,,String,,16,,,,Teléfono Hogar,Active,004047b,150052,,,No,,,2013-05-21,2012-12-12,,HomePhone Field,https://ddwiki.reso.org/display/DDW17/HomePhone+Field,1130572,,,"Address Label = ""Home""Telephone Number = [value]"
Contacts,HomePostalCode,Home Postal Code,The postal code of the contact's home.,,String,,10,,,,Código Postal Hogar,Active,7229c84,150020,,,No,,,2013-05-21,2012-12-12,,HomePostalCode Field,https://ddwiki.reso.org/display/DDW17/HomePostalCode+Field,1130579,,,"Address Label = ""Home""ZIP Code = [value]"
Contacts,HomePostalCodePlus4,Home Postal Code Plus 4,The extension of the postal/zip code. i.e. +4,,String,,4,,,,Código Postal Más 4 Hogar,Active,5eccf4f,150021,,,No,,,2013-05-21,2012-12-12,,HomePostalCodePlus4 Field,https://ddwiki.reso.org/display/DDW17/HomePostalCodePlus4+Field,1130584,,,"Address Label = ""Home""ZIP Plus 4 = [value]"
Contacts,HomeStateOrProvince,Home State Or Province,The state or province in which the contact's home is addressed.,,"String List, Single",,2,,,,Estado o Provincia Hogar,Active,0b432e5,150019,Open with Enumerations,StateOrProvince,No,,,2013-05-21,2015-08-12,,HomeStateOrProvince Field,https://ddwiki.reso.org/display/DDW17/HomeStateOrProvince+Field,1130591,,,"Address Label = ""Home""State = [value]"
Contacts,JobTitle,Job Title,The title or position of the contact within their organization.,,String,,50,,,,Cargo,Active,fe99ed6,150014,,,No,,,2013-05-21,2019-01-23,,JobTitle Field (Contacts),https://ddwiki.reso.org/pages/viewpage.action?pageId=1130597,1130597,,,
Contacts,Language,Language,The languages spoken by the contact.,,"String List, Multi",,150,,,,Idioma,Active,869dff3,150080,Open with Enumerations,Languages,No,,,2016-06-21,2016-01-15,,Language Field,https://ddwiki.reso.org/display/DDW17/Language+Field,1130603,,,
Contacts,LastName,Last Name,The last name of the Contact.,,String,,50,,,,Apellido,Active,668c83a,150009,,,No,,,2013-05-21,2019-01-23,,LastName Field,https://ddwiki.reso.org/display/DDW17/LastName+Field,1130609,,,
Contacts,LeadSource,Lead Source,The source or person that provided the contact.,,String,,150,,,,Fuente de Cliente Potencial,Active,c71bbc3,150092,,,No,,,2017-08-09,2016-08-23,1.6,LeadSource Field,https://ddwiki.reso.org/display/DDW17/LeadSource+Field,1130615,,,
Contacts,Media,Media,The media for the Contacts record.,,Collection,Media,,,,,,,002eb1d,,,,No,,,2022-01-06,2022-01-06,,Media Field (Contacts),https://ddwiki.reso.org/pages/viewpage.action?pageId=1130925,1130925,,"ResourceRecordKey, ResourceName",
Contacts,MiddleName,Middle Name,The middle name of the Contact.,,String,,50,,,,Segundo Nombre,Active,569212f,150008,,,No,,,2013-05-21,2019-01-23,,MiddleName Field,https://ddwiki.reso.org/display/DDW17/MiddleName+Field,1130621,,,
Contacts,MobilePhone,Mobile Phone,North American 10 digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,,String,,16,,,,Teléfono Móvil,Active,f2bb3d9,150050,,,No,,,2018-12-26,2018-10-09,,MobilePhone Field,https://ddwiki.reso.org/display/DDW17/MobilePhone+Field,1130627,,,"Telephone Number Label = ""Mobile"" Telephone Number = [value]"
Contacts,ModificationTimestamp,Modification Timestamp,Date/time the contact record was last modified.,,Timestamp,,27,,,,Marca de Tiempo de Modificación,Active,a28efd2,150070,,,No,,,2016-06-21,2015-09-24,,ModificationTimestamp Field (Contacts),https://ddwiki.reso.org/pages/viewpage.action?pageId=1130633,1130633,,,"Date Status = ""Modified""Date = [value]"
Contacts,NamePrefix,Name Prefix,Prefix to the name (e.g. Dr. Mr. Ms. etc.),,String,,10,,"Salutation, Title",,Prefijo Nombre,Active,0fa7946,150006,,,No,,,2013-05-21,2012-12-12,,NamePrefix Field,https://ddwiki.reso.org/display/DDW17/NamePrefix+Field,1130639,,,
Contacts,NameSuffix,Name Suffix,"Suffix to the surname (e.g. Esq., Jr., III etc.)",,String,,10,,,,Sufijo Nombre,Active,fe0e207,150010,,,No,,,2013-05-21,2012-12-12,,NameSuffix Field,https://ddwiki.reso.org/display/DDW17/NameSuffix+Field,1130645,,,
Contacts,Nickname,Nickname,"An alternate name used by the Contact, usually as a substitute for the first name.",,String,,50,,,,Apodo,Active,81e7d48,150012,,,No,,,2013-05-21,2019-01-23,,Nickname Field,https://ddwiki.reso.org/display/DDW17/Nickname+Field,1130650,,,
Contacts,Notes,Notes,Notes about the client.,,String,,1024,,,,Notas,Active,493959a,150015,,,No,,,2013-05-21,2013-02-21,,Notes Field,https://ddwiki.reso.org/display/DDW17/Notes+Field,1130657,,,
Contacts,OfficePhone,Office Phone,North American 10 digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,,String,,16,,,,Teléfono de Despacho,Active,57c0257,150048,,,No,,,2013-05-21,2012-12-12,,OfficePhone Field (Contacts),https://ddwiki.reso.org/pages/viewpage.action?pageId=1130663,1130663,,,Telephone Number = [value]
Contacts,OfficePhoneExt,Office Phone Ext,The extension of the given phone number (if applicable).,,String,,10,,,,Extensión Telefónica de Despacho,Active,6329342,150049,,,No,,,2016-06-21,2016-01-17,,OfficePhoneExt Field (Contacts),https://ddwiki.reso.org/pages/viewpage.action?pageId=1130670,1130670,,,Telephone Extension = [value]
Contacts,OriginalEntryTimestamp,Original Entry Timestamp,Date/time the contact record was originally input into the source system.,,Timestamp,,27,,,,Marca de Tiempo Entrada Original,Active,54204d4,150069,,,No,,,2016-06-21,2015-09-24,,OriginalEntryTimestamp Field (Contacts),https://ddwiki.reso.org/pages/viewpage.action?pageId=1130675,1130675,,,"Date Status = ""Created""Date = [value]"
Contacts,OriginatingSystem,Originating System,The originating system of the Contacts record.,,Resource,OUID,,,,,,,ba5b13d,,,,No,,,2022-01-06,2022-01-06,,OriginatingSystem Field (Contacts),https://ddwiki.reso.org/pages/viewpage.action?pageId=1130901,1130901,OriginatingSystemID,"ResourceRecordKey, ResourceName",
Contacts,OriginatingSystemContactKey,Originating System Contact Key,"The system key, a unique record identifier, from the Originating system. The Originating system is the system with authoritative control over the record. For example, the Multiple Listing Service where the Contact was input. There may be cases where the Source System (how you received the record) is not the Originating System. See Source System Key for more information.",,String,,255,,ProviderKey,,Clave de Contacto Sistema de Origen,Active,2847049,150004,,,No,,,2016-02-18,2016-02-18,,OriginatingSystemContactKey Field,https://ddwiki.reso.org/display/DDW17/OriginatingSystemContactKey+Field,1130680,,,
Contacts,OriginatingSystemID,Originating System ID,"The RESO OUID's OrganizationUniqueId of the Originating record provider. The Originating system is the system with authoritative control over the record. For example; the name of the MLS where the Contact was input. In cases where the Originating system was not where the record originated (the authoritative system), see the Originating System fields.",,String,,25,,,,ID Sistema de Origen,Active,681b79c,150086,,,No,,,2016-06-21,2016-02-18,1.5.0,OriginatingSystemID Field (Contacts),https://ddwiki.reso.org/pages/viewpage.action?pageId=1130686,1130686,,,
Contacts,OriginatingSystemName,Originating System Name,The name of the Originating record provider. Most commonly the name of the MLS. The place where the Contact is originally input by the member. The legal name of the company.,,String,,255,,"ProviderName, MLSID",,Nombre de Sistema de Origen,Active,8f735de,150005,,,No,,,2016-02-18,2016-02-18,,OriginatingSystemName Field (Contacts),https://ddwiki.reso.org/pages/viewpage.action?pageId=1130692,1130692,,,
Contacts,OtherAddress1,Other Address 1,"The other street number, direction, name and suffix of the contact.",,String,,50,,,,Otra Dirección1,Active,4f3116f,150034,,,No,,,2013-05-21,2012-12-12,,OtherAddress1 Field,https://ddwiki.reso.org/display/DDW17/OtherAddress1+Field,1130697,,,"Address Label = ""Other""Address Line 1 = [value]"
Contacts,OtherAddress2,Other Address 2,The other unit/suite number of the contact.,,String,,50,,,,Otra Dirección2,Active,cc385c2,150035,,,No,,,2013-05-21,2012-12-12,,OtherAddress2 Field,https://ddwiki.reso.org/display/DDW17/OtherAddress2+Field,1130703,,,"Address Label = ""Other""Address Line 2 = [value]"
Contacts,OtherCarrierRoute,Other Carrier Route,"The group of addresses to which the USPS assigns the same code to aid in mail delivery. For the USPS, these codes are 9 digits: 5 numbers for the ZIP Code, one letter for the carrier route type, and 3 numbers for the carrier route number.",,String,,9,,"RR, CR",,Otra Ruta Transportista,Active,4182c5c,150040,,,No,,,2013-05-21,2012-12-12,,OtherCarrierRoute Field,https://ddwiki.reso.org/display/DDW17/OtherCarrierRoute+Field,1130710,,,"Address Label = ""Other""Street Name Post Type = ""Route""ZIP Plus 4 = [value]"
Contacts,OtherCity,Other City,The other city of the contact.,,String,,50,,,,Otra Ciudad,Active,47e1a24,150036,,,No,,,2013-05-21,2012-12-12,,OtherCity Field,https://ddwiki.reso.org/display/DDW17/OtherCity+Field,1130716,,,"Address Label = ""Other""City = [value]"
Contacts,OtherCountry,Other Country,The other country abbreviation in a postal address.,,"String List, Single",,2,,,,Otro País,Active,7f56aed,150042,Open with Enumerations,Country,No,,,2016-06-21,2016-01-11,,OtherCountry Field,https://ddwiki.reso.org/display/DDW17/OtherCountry+Field,1130721,,,"Address Label = ""Other""Country Name = [value]"
Contacts,OtherCountyOrParish,Other County Or Parish,The other county or parish in which contact is addressed.,,"String List, Single",,50,,County,,Otro Condado o Distrito,Active,1980f48,150041,Open,CountyOrParish,No,,,2013-05-21,2013-08-09,,OtherCountyOrParish Field,https://ddwiki.reso.org/display/DDW17/OtherCountyOrParish+Field,1130728,,,"Address Label = ""Other""County = [value]"
Contacts,OtherPhoneType,Other Phone Type,"The type of ""other"" phone that does not already exist in the given phone fields or if a second of any type of phone field is needed. i.e. HomePhone2, BrothersPhone, etc. This is used as the list of options for the Other Phone repeating elements.",,"String List, Single",,25,,,,Otro Tipo de Teléfono,Active,d6b36a3,150060,Open,OtherPhoneType,Yes,,,2017-08-09,2018-06-02,,OtherPhoneType Field,https://ddwiki.reso.org/display/DDW17/OtherPhoneType+Field,1130733,,,
Contacts,OtherPostalCode,Other Postal Code,The other postal code of the contact.,,String,,10,,,,Otro Código Postal,Active,5297ccb,150038,,,No,,,2013-05-21,2012-12-12,,OtherPostalCode Field,https://ddwiki.reso.org/display/DDW17/OtherPostalCode+Field,1130740,,,"Address Label = ""Other""ZIP Code = [value]"
Contacts,OtherPostalCodePlus4,Other Postal Code Plus 4,The other extension of the postal/zip code. i.e. +4,,String,,4,,,,Otro Código Postal Más4,Active,e7f6d03,150039,,,No,,,2013-05-21,2012-12-12,,OtherPostalCodePlus4 Field,https://ddwiki.reso.org/display/DDW17/OtherPostalCodePlus4+Field,1130745,,,"Address Label = ""Other""ZIP Plus 4 = [value]"
Contacts,OtherStateOrProvince,Other State Or Province,The other state or province in which the contact is addressed.,,"String List, Single",,2,,,,Otro Estado o Provincia,Active,6a8ddb3,150037,Open with Enumerations,StateOrProvince,No,,,2013-05-21,2015-08-12,,OtherStateOrProvince Field,https://ddwiki.reso.org/display/DDW17/OtherStateOrProvince+Field,1130751,,,"Address Label = ""Other""State = [value]"
Contacts,OwnerMember,Owner Member,The member who owns the Contacts record.,,Resource,Member,,,,,,,017e6ba,,,,No,,,2022-01-06,2022-01-06,,OwnerMember Field,https://ddwiki.reso.org/display/DDW17/OwnerMember+Field,1130913,OwnerMemberKey,MemberKey,
Contacts,OwnerMemberID,Owner Member ID,"The local, well-known identifier for the member owning the contact.",,String,,25,,OwnerAgentID,,ID de Miembro Propietario,Active,e60bff5,150084,,,No,,,2017-08-09,2017-01-17,,OwnerMemberID Field,https://ddwiki.reso.org/display/DDW17/OwnerMemberID+Field,1130757,,,
Contacts,OwnerMemberKey,Owner Member Key,The unique identifier (key) of the member owning the contact. This is a foreign key relating to the Member resource's MemberKey.,,String,,255,,OwnerAgentKey,,Clave de Miembro Propietario,Active,f421431,150083,,,No,,,2017-08-09,2017-01-17,,OwnerMemberKey Field,https://ddwiki.reso.org/display/DDW17/OwnerMemberKey+Field,1130763,,,
Contacts,Pager,Pager,North American 10 digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,,String,,16,,,,Buscapersonas,Active,f3531ef,150055,,,No,,,2013-05-21,2012-12-12,,Pager Field,https://ddwiki.reso.org/display/DDW17/Pager+Field,1130769,,,"Telephone Number Label = ""Pager""Telephone Number = [value]"
Contacts,PhoneTTYTDD,Phone Tty/Tdd,North American 10 digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,,String,,16,,,,Teléfono TTYTDD,Active,8a7ee75,150059,,,No,,,2018-12-26,2018-11-30,,PhoneTTYTDD Field,https://ddwiki.reso.org/display/DDW17/PhoneTTYTDD+Field,1130775,,,
Contacts,PreferredAddress,Preferred Address,"A list of the address options Home, Work and Other used to determine the address preferred by the client.",,"String List, Single",,255,,,,Dirección Preferida,Active,92c03b7,150043,Open,PreferredAddress,No,,,2017-08-09,2018-06-02,,PreferredAddress Field,https://ddwiki.reso.org/display/DDW17/PreferredAddress+Field,1130780,,,
Contacts,PreferredPhone,Preferred Phone,"A list of the phone options Office, Mobile, Direct, Voicemail, Other used to determine the phone preferred by the client.",,"String List, Single",,255,,,,Teléfono Preferido,Active,5d619cc,150044,Open,PreferredPhone,No,,,2017-08-09,2018-06-02,,PreferredPhone Field,https://ddwiki.reso.org/display/DDW17/PreferredPhone+Field,1130786,,,
Contacts,ReferredBy,Referred By,Name of the person who referred the contact.,,String,,150,,,,Referido por,Active,15076ed,150013,,,No,,,2015-07-21,2014-10-18,,ReferredBy Field,https://ddwiki.reso.org/display/DDW17/ReferredBy+Field,1130793,,,
Contacts,SocialMediaType,Social Media Type,"A list of types of sites, blog, social media, the Contact URL or ID is referring to. i.e. Website, Blog, Facebook, Twitter, LinkedIn, Skype, etc., This list is used to populate the Type with repeating Social Media URL or ID types.",,"String List, Single",,25,,,,Tipo de Redes Sociales,Active,872dc56,150065,Open,SocialMediaType,Yes,,,2014-07-03,2019-01-23,,SocialMediaType Field (Contacts),https://ddwiki.reso.org/pages/viewpage.action?pageId=1130798,1130798,,,
Contacts,SourceSystem,Source System,The source system of the Contacts record.,,Resource,OUID,,,,,,,d54692c,,,,No,,,2022-01-06,2022-01-06,,SourceSystem Field (Contacts),https://ddwiki.reso.org/pages/viewpage.action?pageId=1130907,1130907,SourceSystemID,OrganizationUniqueId,
Contacts,SourceSystemContactKey,Source System Contact Key,"The system key, a unique record identifier, from the Source System. The Source System is the system from which the record was directly received. In cases where the Source System was not where the record originated (the authoritative system), see the Originating System fields.",,String,,255,,ProviderKey,,Clave de Contacto Sistema Fuente,Active,12c396c,150087,,,No,,,2016-06-21,2016-02-18,1.5.0,SourceSystemContactKey Field,https://ddwiki.reso.org/display/DDW17/SourceSystemContactKey+Field,1130805,,,
Contacts,SourceSystemID,Source System ID,"The RESO OUID's OrganizationUniqueId of the Source record provider. The source system is the system from which the record was directly received. In cases where the source system was not where the record originated (the authoritative system), see the Originating System fields.",,String,,25,,MLSID,,ID Sistema Fuente,Active,31b09e0,150089,,,No,,,2016-06-21,2016-02-18,1.5.0,SourceSystemID Field (Contacts),https://ddwiki.reso.org/pages/viewpage.action?pageId=1130810,1130810,,,
Contacts,SourceSystemName,Source System Name,The name of the immediate record provider. The system from which the record was directly received. The legal name of the company.,,String,,255,,"ProviderName, MLSID",,Nombre Sistema Fuente,Active,37f78d6,150088,,,No,,,2016-06-21,2016-02-18,1.5.0,SourceSystemName Field (Contacts),https://ddwiki.reso.org/pages/viewpage.action?pageId=1130817,1130817,,,
Contacts,SpousePartnerName,Spouse Partner Name,The contact's spouse or partner.,,String,,150,,,,Nombre de Cónyuge o Pareja,Active,2286d74,150077,,,No,,,2013-05-21,2012-12-12,,SpousePartnerName Field,https://ddwiki.reso.org/display/DDW17/SpousePartnerName+Field,1130823,,,
Contacts,TollFreePhone,Toll Free Phone,North American 10 digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,,String,,16,,,,Teléfono Gratuito,Active,70119b9,150058,,,No,,,2013-05-21,2012-12-12,,TollFreePhone Field,https://ddwiki.reso.org/display/DDW17/TollFreePhone+Field,1130829,,,
Contacts,VoiceMail,Voice Mail,North American 10 digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,,String,,16,,,,Buzón de Voz,Active,d81dd67,150056,,,No,,,2013-05-21,2012-12-12,,VoiceMail Field,https://ddwiki.reso.org/display/DDW17/VoiceMail+Field,1130835,,,
Contacts,VoiceMailExt,Voice Mail Ext,The extension of the given phone number (if applicable).,,String,,10,,,,Ext de Buzón de Voz,Active,c0c523f,150057,,,No,,,2016-06-21,2016-01-17,,VoiceMailExt Field,https://ddwiki.reso.org/display/DDW17/VoiceMailExt+Field,1130841,,,
Contacts,WorkAddress1,Work Address 1,"The street number, direction, name and suffix of the contact's work.",,String,,50,,,,Dirección de Lugar de Trabajo 1,Active,5867852,150025,,,No,,,2013-05-21,2012-12-12,,WorkAddress1 Field,https://ddwiki.reso.org/display/DDW17/WorkAddress1+Field,1130848,,,"Address Label = ""Work""Address Line 1 = [value]"
Contacts,WorkAddress2,Work Address 2,The unit/suite number of the contact's work.,,String,,50,,,,Dirección de Lugar de Trabajo 2,Active,32b612e,150026,,,No,,,2013-05-21,2012-12-12,,WorkAddress2 Field,https://ddwiki.reso.org/display/DDW17/WorkAddress2+Field,1130854,,,"Address Label = ""Work""Address Line 2 = [value]"
Contacts,WorkCarrierRoute,Work Carrier Route,"The group of addresses to which the USPS assigns the same code to aid in mail delivery. For the USPS, these codes are 9 digits: 5 numbers for the ZIP Code, one letter for the carrier route type, and 3 numbers for the carrier route number.",,String,,9,,"RR, CR",,Ruta Transportista Lugar de Trabajo,Active,b07bc66,150031,,,No,,,2013-05-21,2012-12-12,,WorkCarrierRoute Field,https://ddwiki.reso.org/display/DDW17/WorkCarrierRoute+Field,1130859,,,"Address Label = ""Work""Street Name Post Type = ""Route""ZIP Plus 4 = [value]"
Contacts,WorkCity,Work City,The city of the contact's work.,,String,,50,,,,Ciudad de Lugar de Trabajo,Active,347139e,150027,,,No,,,2013-05-21,2012-12-12,,WorkCity Field,https://ddwiki.reso.org/display/DDW17/WorkCity+Field,1130865,,,"Address Label = ""Work""City = [value]"
Contacts,WorkCountry,Work Country,The country abbreviation in a postal address.,,"String List, Single",,2,,,,País de Lugar de Trabajo,Active,0d8c9ab,150033,Open with Enumerations,Country,No,,,2016-06-21,2016-01-11,,WorkCountry Field,https://ddwiki.reso.org/display/DDW17/WorkCountry+Field,1130871,,,"Address Label = ""Work""Country Name = [value]"
