ResourceName,StandardName,DisplayName,Definition,Groups,SimpleDataType,SourceResource,SugMaxLength,SugMaxPrecision,Synonyms,FrenchCanadianDisplayName,SpanishDisplayName,ElementStatus,RecordId,LegacyRecordId,LookupStatus,LookupName,RepeatingElement,PropertyTypes,Payloads,StatusChangeDate,RevisedDate,AddedInVersion,WikiPageTitle,WikiPageUrl,WikiPageId,TargetResourceKey,SourceResourceKey,BEDES
Property,AboveGradeFinishedArea,Above Grade Finished Area,Finished area within the structure that is at or above the surface of the ground.,Structure,Number,,14,2,,,Área Completada por Encima del Piso,Active,e63a874,100311,,,No,"RESI,RLSE,RINC,MOBI,FARM",,2011-11-09,2012-04-20,,AboveGradeFinishedArea Field,https://ddwiki.reso.org/display/DDW17/AboveGradeFinishedArea+Field,1129833,,,"Location = ""Above grade"" Finished Status = ""Finished"" Area = [value]"
Property,AboveGradeFinishedAreaSource,Above Grade Finished Area Source,"The source of the measurements. This is a pick list of options showing the source of the measurement. i.e. Agent, Assessor, Estimate, etc.",Structure,"String List, Single",,50,,,,Fuente del Área Completada por Encima del Piso,Active,786c4f5,100820,Open with Enumerations,AreaSource,No,"RESI,RLSE,RINC,MOBI,FARM",,2016-06-21,2016-01-11,,AboveGradeFinishedAreaSource Field,https://ddwiki.reso.org/display/DDW17/AboveGradeFinishedAreaSource+Field,1129839,,,Origin = [value]
Property,AboveGradeFinishedAreaUnits,Above Grade Finished Area Units,"A pick list of the unit of measurement for the area. i.e. Square Feet, Square Meters, Acres, etc.",Structure,"String List, Single",,25,,,,Unidades de Área Completada por Encima del Piso,Active,a728991,100821,Open with Enumerations,AreaUnits,No,"RESI,RLSE,RINC,MOBI,FARM",,2016-06-21,2016-01-11,,AboveGradeFinishedAreaUnits Field,https://ddwiki.reso.org/display/DDW17/AboveGradeFinishedAreaUnits+Field,1129845,,,
Property,AccessCode,Access Code,"If the property is located behind an unmanned security gate such as in a Gated Community, what is the code to gain access through the secured gate.","Listing,Showing",String,,25,,GateCode,,Código de Acceso,Active,866356b,100860,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM",,2014-07-03,2013-11-21,,AccessCode Field,https://ddwiki.reso.org/display/DDW17/AccessCode+Field,1129835,,,
Property,AccessibilityFeatures,Accessibility Features,A list or description of the accessibility features included in the sale/lease.,Structure,"String List, Multi",,1024,,,,Características de Accesibilidad,Active,444934c,100407,Open,AccessibilityFeatures,No,"RESI,RLSE,RINC,MOBI,FARM,COMS,COML",IDX,2018-12-26,2018-12-05,,AccessibilityFeatures Field,https://ddwiki.reso.org/display/DDW17/AccessibilityFeatures+Field,1129851,,,
Property,AdditionalParcelsDescription,Additional Parcels Description,"If additional parcels are included in the sale, a list of those parcel's IDs separated by commas. Do not include the first or primary parcel number, that should be located in the Parcel Number field.",Tax,String,,255,,,,Descripción Adicional de Parcelas,Active,a2c0b16,100282,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML",,2011-11-09,2013-04-22,,AdditionalParcelsDescription Field,https://ddwiki.reso.org/display/DDW17/AdditionalParcelsDescription+Field,1129834,,,
Property,AdditionalParcelsYN,Additional Parcels Yes/No,Are there more than one parcel or lot included in the sale?,Tax,Boolean,,,,,,Parcelas Adicionales SN,Active,d6f33c3,100281,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML",,2014-07-03,2013-11-21,,AdditionalParcelsYN Field,https://ddwiki.reso.org/display/DDW17/AdditionalParcelsYN+Field,1129842,,,
Property,AnchorsCoTenants,Anchors & Cotenants,The main or most notable tenants as well as other tenants of the shopping center or mall in which the commercial property is located.,Characteristics,String,,1024,,,,Co Inquilinos Ancla,Active,f43d94b,100922,,,No,"COMS,COML",,2014-07-03,2013-12-04,,AnchorsCoTenants Field,https://ddwiki.reso.org/display/DDW17/AnchorsCoTenants+Field,1129838,,,
Property,Appliances,Appliances,A list of the appliances that will be included in the sale/lease of the property.,Equipment,"String List, Multi",,1024,,,,Electrodomésticos,Active,bd6eed9,100361,Open with Enumerations,Appliances,No,"RESI,RLSE,RINC,MOBI,FARM,COMS,COML",IDX,2018-12-26,2018-12-05,,Appliances Field,https://ddwiki.reso.org/display/DDW17/Appliances+Field,1129837,,,
Property,ArchitecturalStyle,Architectural Style,"A list describing the style of the structure. For example, Victorian, Ranch, Craftsman, etc.",Structure,"String List, Multi",,1024,,Style,,Estilo Arquitectónico,Active,4e4abf3,100345,Open,ArchitecturalStyle,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2018-12-05,,ArchitecturalStyle Field,https://ddwiki.reso.org/display/DDW17/ArchitecturalStyle+Field,1129857,,,
Property,AssociationAmenities,Association Amenities,"Amenities provided by the Home Owners Association, Mobile Park or Complex. For example Pool, Clubhouse, etc.",HOA,"String List, Multi",,1024,,"AssociationRules, AssociationInfo, HOAAmenities",,Servicios de la Asociación,Active,6fa6942,100228,Open with Enumerations,AssociationAmenities,No,"RESI,RLSE,RINC,LAND,MOBI",IDX,2018-12-26,2018-12-05,,AssociationAmenities Field,https://ddwiki.reso.org/display/DDW17/AssociationAmenities+Field,1129836,,,
Property,AssociationFee,Association Fee,"A fee paid by the homeowner to the Home Owners Association which is used for the upkeep of the common area, neighborhood or other association related benefits.",HOA,Number,,14,2,"HOAFee, CAM Charge, Condo Charge",,Tarifa de Asociación,Active,c0001f1,100223,,,No,"RESI,RLSE,RINC,LAND,MOBI",IDX,2018-12-26,2018-12-05,,AssociationFee Field,https://ddwiki.reso.org/display/DDW17/AssociationFee+Field,1129843,,,
Property,AssociationFee2,Association Fee 2,"A fee paid by the homeowner to the second of two Home Owners Associations, which is used for the upkeep of the common area, neighborhood or other association related benefits.",HOA,Number,,14,2,HOAFee2,,Tarifa de Asociación2,Active,09491fe,100225,,,No,"RESI,RLSE,RINC,LAND,MOBI",,2011-11-09,2012-02-22,,AssociationFee2 Field,https://ddwiki.reso.org/display/DDW17/AssociationFee2+Field,1129848,,,
Property,AssociationFee2Frequency,Association Fee 2 Frequency,"The frequency the association fee is paid. For example, Weekly, Monthly, Annually, Bi-Monthly, One Time, etc.",HOA,"String List, Single",,25,,HOAFeeFrequency2,,Frecuencia de Tarifa de Asociación2,Active,49466e9,100226,Open with Enumerations,FeeFrequency,No,"RESI,RLSE,RINC,LAND,MOBI",,2011-11-09,2011-11-10,,AssociationFee2Frequency Field,https://ddwiki.reso.org/display/DDW17/AssociationFee2Frequency+Field,1129854,,,
Property,AssociationFeeFrequency,Association Fee Frequency,"The frequency the association fee is paid. For example, Weekly, Monthly, Annually, Bi-Monthly, One Time, etc.",HOA,"String List, Single",,25,,HOAFeeFrequency,,Frecuencia de Tarifa de Asociación,Active,ddbfc82,100224,Open with Enumerations,FeeFrequency,No,"RESI,RLSE,RINC,LAND,MOBI",IDX,2018-12-26,2018-12-05,,AssociationFeeFrequency Field,https://ddwiki.reso.org/display/DDW17/AssociationFeeFrequency+Field,1129859,,,
Property,AssociationFeeIncludes,Association Fee Includes,"Services included with the association fee. For example Landscaping, Trash, Water, etc.",HOA,"String List, Multi",,1024,,HOAFeeIncludes,,Inclusiones de Tarifa de Asociación,Active,7c0916b,100227,Open with Enumerations,AssociationFeeIncludes,No,"RESI,RLSE,RINC,LAND,MOBI",IDX,2018-12-26,2018-12-05,,AssociationFeeIncludes Field,https://ddwiki.reso.org/display/DDW17/AssociationFeeIncludes+Field,1129866,,,
Property,AssociationName,Association Name,The name of the Home Owners Association.,HOA,String,,50,,HOAName,,Nombre de Asociación,Active,b7fef2e,100869,,,No,"RESI,RLSE,RINC,LAND,MOBI",,2013-11-19,2013-07-10,,AssociationName Field,https://ddwiki.reso.org/display/DDW17/AssociationName+Field,1129872,,,
Property,AssociationName2,Association Name 2,The name of the second of two Home Owners Association.,HOA,String,,50,,HOAName2,,Nombre de Asociación2,Active,c861837,100867,,,No,"RESI,RLSE,RINC,LAND,MOBI",,2013-11-19,2013-07-10,,AssociationName2 Field,https://ddwiki.reso.org/display/DDW17/AssociationName2+Field,1129878,,,
Property,AssociationPhone,Association Phone,The phone number of the Home Owners Association. North American 10 digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,HOA,String,,16,,HOAPhone,,Teléfono de la Asociación,Active,9d380f0,100229,,,No,"RESI,RLSE,RINC,LAND,MOBI",,2013-11-19,2013-07-10,,AssociationPhone Field,https://ddwiki.reso.org/display/DDW17/AssociationPhone+Field,1129884,,,
Property,AssociationPhone2,Association Phone 2,The phone number of the second of two Home Owners Association. North American 10 digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,HOA,String,,16,,HOAPhone2,,Teléfono de la Asociación2,Active,9744e01,100868,,,No,"RESI,RLSE,RINC,LAND,MOBI",,2013-11-19,2013-07-10,,AssociationPhone2 Field,https://ddwiki.reso.org/display/DDW17/AssociationPhone2+Field,1129890,,,
Property,AssociationYN,Association Yes/No,Is there a Home Owners Association. A separate Y/N field is needed because not all associations have dues.,HOA,Boolean,,,,HOAYN,,Asociación SN,Active,078f34f,100230,,,No,"RESI,RLSE,RINC,LAND,MOBI",IDX,2018-12-26,2018-12-05,,AssociationYN Field,https://ddwiki.reso.org/display/DDW17/AssociationYN+Field,1129896,,,
Property,AttachedGarageYN,Attached Garage Yes/No,A flag indicating that the garage attached to the dwelling.,Structure,Boolean,,,,,,Garaje Adjunto SN,Active,c941b36,100319,,,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2018-12-05,,AttachedGarageYN Field,https://ddwiki.reso.org/display/DDW17/AttachedGarageYN+Field,1129863,,,"Location = ""Garage""If AttachedGarageYN == 'Y' then Vertical Surroundings = ""Attached"", Else Vertical Surroundings = ""Stand-alone"""
Property,AvailabilityDate,Availability Date,The date the property will be available for possession/occupation.,"Listing,Closing",Date,,10,,,,Fecha de Disponibilidad,Active,b37a181,100926,,,No,"RLSE,COMS,COML",,2016-06-21,2015-11-18,,AvailabilityDate Field,https://ddwiki.reso.org/display/DDW17/AvailabilityDate+Field,1129856,,,
Property,Basement,Basement,"A list of information and features about the basement. i.e. None/Slab, Finished, Partially Finished, Crawl Space, Dirt, Outside Entrance, Radon Mitigation",Structure,"String List, Multi",,1024,,,,Sótano,Active,70fd102,100892,Open with Enumerations,Basement,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2018-12-05,,Basement Field,https://ddwiki.reso.org/display/DDW17/Basement+Field,1129869,,,
Property,BasementYN,Basement Yes/No,Does the property have a basement?,Structure,Boolean,,,,,,Sótano Si or No,Active,a2a38ad,101012,,,No,"RESI,RLSE,RINC,MOBI,FARM",,2018-12-26,2019-02-02,1.7.0,BasementYN Field,https://ddwiki.reso.org/display/DDW17/BasementYN+Field,1129874,,,
Property,BathroomsFull,Bathrooms Full,"A room containing all 4 of the 4 elements constituting a bath, which are; Toilet, Sink, Bathtub or Shower Head. A Full Bath will typically contain four elements; Sink, Toilet, Tub and Shower Head (in tub or stall). However, some may considered a Sink, Toilet and Tub (without a shower) a Full Bath, others consider this to be a Three Quarter Bath. In the event that BathroomsThreeQuarter is not in use, this field may represent the sum of all Full and Three Quarter bathrooms.",Structure,Number,,3,,FullBaths,,Baños Completos,Active,22fd5e4,100306,,,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2018-12-05,,BathroomsFull Field,https://ddwiki.reso.org/display/DDW17/BathroomsFull+Field,1129879,,,
Property,BathroomsHalf,Bathrooms Half,"A room containing 2 of the 4 elements constituting a bath, which are; Toilet, Sink, Bathtub or Shower Head. A Half Bath will typically contain a Sink and Toilet.",Structure,Number,,3,,HalfBaths,,Baños Medios,Active,681166b,100307,,,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2018-12-05,,BathroomsHalf Field,https://ddwiki.reso.org/display/DDW17/BathroomsHalf+Field,1129886,,,
Property,BathroomsOneQuarter,Bathrooms One Quarter,"A room containing 1 of the 4 elements constituting a bath which are; Toilet, Sink, Bathtub or Shower Head. Examples are a vanity with a sink or a WC (Water Closet, which is a room with only a toilet).",Structure,Number,,3,,QuarterBaths,,Baños un Cuarto,Active,1170237,100309,,,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2018-12-05,,BathroomsOneQuarter Field,https://ddwiki.reso.org/display/DDW17/BathroomsOneQuarter+Field,1129891,,,
Property,BathroomsPartial,Bathrooms Partial,"The number of partial bathrooms in the property being sold/leased. When used in combination with the BathroomsFull field, this replaces (or is the sum of) all Half and One Quarter bathrooms; and in the event BathroomsThreeQuarter is not used, BathroomsFull replaces (or is the sum of) all Full and Three Quarter baths. This field should not be used in combination with the BathroomsOneQuarter or the BathroomsHalf.",Structure,Number,,3,,,,Baños Parciales,Active,cd16597,100943,,,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2018-12-05,1.4.0,BathroomsPartial Field,https://ddwiki.reso.org/display/DDW17/BathroomsPartial+Field,1129897,,,
Property,BathroomsThreeQuarter,Bathrooms Three Quarter,"A room containing 3 of the 4 elements constituting a bath, which are; Toilet, Sink, Bathtub or Shower Head. A typical Three Quarter Bath will contain Sink, Toilet and Shower. Some may considered a Sink, Toilet and Tub (without a shower) a Three Quarter Bath, others consider this to be a Full Bath.",Structure,Number,,3,,ThreeQuarterBaths,,Baños Tres Cuartos,Active,b45740b,100308,,,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2018-12-05,,BathroomsThreeQuarter Field,https://ddwiki.reso.org/display/DDW17/BathroomsThreeQuarter+Field,1129903,,,
Property,BathroomsTotalInteger,Bathrooms Total Integer,"The simple sum of the number of bathrooms. For example for a property with two Full Bathrooms and one Half Bathroom, the Bathrooms Total Integer will be 3. Expressing this example as 2.5, you will need to use a non-standard field name. Decimal based bathrooms are not recommended but possible via the Dictionary's extensibility.",Structure,Number,,3,,,,Baños Integral Total,Active,f3f1ced,100928,,,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2018-12-05,,BathroomsTotalInteger Field,https://ddwiki.reso.org/display/DDW17/BathroomsTotalInteger+Field,1129909,,,"Spatial Unit Type = ""Restroom"" Quantity = [value]"
Property,BedroomsPossible,Bedrooms Possible,The sum of BedroomsTotal plus other rooms that may be used as a bedroom but are not defined as bedroom per local policy.,Structure,Number,,3,,,,Habitaciones Posibles,Active,23db3e8,100889,,,No,"RESI,RLSE,RINC,MOBI,FARM",,2015-09-02,2015-09-02,,BedroomsPossible Field,https://ddwiki.reso.org/display/DDW17/BedroomsPossible+Field,1129916,,,
Property,BedroomsTotal,Bedrooms Total,The total number of bedrooms in the dwelling.,Structure,Number,,3,,,,Habitaciones Total,Active,571ee82,100304,,,No,"RESI,RLSE,RINC,MOBI,FARM",IDX,2018-12-26,2018-12-05,,BedroomsTotal Field,https://ddwiki.reso.org/display/DDW17/BedroomsTotal+Field,1129922,,,"Spatial Unit Type = ""Bedroom""Quantity = [value]"
Property,BelowGradeFinishedArea,Below Grade Finished Area,Finished area within the structure that is below ground.,Structure,Number,,14,2,,,Área Completada por Encima del Piso,Active,512d821,100312,,,No,"RESI,RLSE,RINC,MOBI,FARM",,2011-11-09,2012-04-20,,BelowGradeFinishedArea Field,https://ddwiki.reso.org/display/DDW17/BelowGradeFinishedArea+Field,1129928,,,"Location = ""Below grade""Finished Status = ""Finished""Area = [value]"
Property,BelowGradeFinishedAreaSource,Below Grade Finished Area Source,"The source of the measurements. This is a pick list of options showing the source of the measurement. i.e. Agent, Assessor, Estimate, etc.",Structure,"String List, Single",,50,,,,Fuente del Área Completada por Encima del Piso,Active,4321e0d,100822,Open with Enumerations,AreaSource,No,"RESI,RLSE,RINC,MOBI,FARM",,2016-06-21,2016-01-11,,BelowGradeFinishedAreaSource Field,https://ddwiki.reso.org/display/DDW17/BelowGradeFinishedAreaSource+Field,1129934,,,Origin = [value]
Property,BelowGradeFinishedAreaUnits,Below Grade Finished Area Units,"A pick list of the unit of measurement for the area. i.e. Square Feet, Square Meters, Acres, etc.",Structure,"String List, Single",,25,,,,Unidades de Área Completada por Encima del Piso,Active,360ea7a,100823,Open with Enumerations,AreaUnits,No,"RESI,RLSE,RINC,MOBI,FARM",,2016-06-21,2016-01-11,,BelowGradeFinishedAreaUnits Field,https://ddwiki.reso.org/display/DDW17/BelowGradeFinishedAreaUnits+Field,1129939,,,
Property,BodyType,Body Type,Type of mobile home.,Structure,"String List, Multi",,1024,,,,Tipo de Conjunto,Active,a6969da,100385,Open with Enumerations,BodyType,No,MOBI,IDX,2018-12-26,2018-12-05,,BodyType Field,https://ddwiki.reso.org/display/DDW17/BodyType+Field,1129943,,,
Property,BuilderModel,Builder Model,The builders model name or number for the property.,Structure,String,,50,,,,Modelo Constructor,Active,793856d,100339,,,No,"RESI,RLSE,RINC,FARM",,2016-06-21,2016-02-19,,BuilderModel Field,https://ddwiki.reso.org/display/DDW17/BuilderModel+Field,1129949,,,Builder Model = [value]
Property,BuilderName,Builder Name,Name of the builder of the property or builder's tract.,Structure,String,,50,,,,Nombre Constructor,Active,0ca237b,100338,,,No,"RESI,RLSE,RINC,MOBI,FARM,COMS,COML",,2018-12-26,2018-12-05,,BuilderName Field,https://ddwiki.reso.org/display/DDW17/BuilderName+Field,1129955,,,"Contact Label = ""Builder""Company Name = [value]"
Property,BuildingAreaSource,Building Area Source,"The source of the measurements. This is a pick list of options showing the source of the measurement. i.e. Agent, Assessor, Estimate, etc.",Structure,"String List, Single",,50,,,,Fuente de Área de Construcción,Active,b559403,100314,Open with Enumerations,AreaSource,No,"RESI,RLSE,RINC,MOBI,FARM,COMS,COML",,2016-06-21,2016-01-11,,BuildingAreaSource Field,https://ddwiki.reso.org/display/DDW17/BuildingAreaSource+Field,1129961,,,Origin = [value]
Property,BuildingAreaTotal,Building Area Total,Total area of the structure. Includes both finished and unfinished areas.,Structure,Number,,14,2,,,Área Total de Construcción,Active,e0e1f19,100313,,,No,"RESI,RLSE,RINC,MOBI,FARM,COMS,COML",,2018-12-26,2018-12-05,,BuildingAreaTotal Field,https://ddwiki.reso.org/display/DDW17/BuildingAreaTotal+Field,1129967,,,"Interval Measure = ""Total""Premises Level = ""Building""Area = [value]"
Property,BuildingAreaUnits,Building Area Units,"A pick list of the unit of measurement for the area. i.e. Square Feet, Square Meters, Acres, etc.",Structure,"String List, Single",,25,,,,Unidades de Área de Construcción,Active,19f2e32,100404,Open with Enumerations,AreaUnits,No,"RESI,RLSE,RINC,MOBI,FARM,COMS,COML",,2016-06-21,2016-01-11,,BuildingAreaUnits Field,https://ddwiki.reso.org/display/DDW17/BuildingAreaUnits+Field,1129973,,,
Property,BuildingFeatures,Building Features,Features or amenities of the building or business park.,Structure,"String List, Multi",,1024,,,,Características de Construcción,Active,8abfadc,100903,Open,BuildingFeatures,No,"COMS,COML",,2018-12-26,2018-12-05,,BuildingFeatures Field,https://ddwiki.reso.org/display/DDW17/BuildingFeatures+Field,1129979,,,
Property,BuildingName,Building Name,Name of the building or business park.,Structure,String,,50,,,,Nombre de Edificio,Active,db5a3b7,100902,,,No,"COMS,COML",,2014-07-03,2013-12-04,,BuildingName Field,https://ddwiki.reso.org/display/DDW17/BuildingName+Field,1129984,,,"Premises Level = ""Building""Identifier Label = ""Name""Identifier = [value]"
Property,BusinessName,Business Name,Name of the business being sold.,Business,String,,255,,,,Nombre de Negocio,Active,0d33e79,100921,,,No,BUSO,,2015-07-21,2015-03-19,,BusinessName Field,https://ddwiki.reso.org/display/DDW17/BusinessName+Field,1129898,,,"Contact Label = ""Business""Company Name = [value]"
Property,BusinessType,Business Type,"The type of business being sold. Retail, Wholesale, Grocery, Food & Bev, etc.",Business,"String List, Multi",,1024,,,,Tipo de Negocio,Active,f3124af,100906,Open with Enumerations,BusinessType,No,"COMS,COML,BUSO",IDX,2018-12-26,2018-12-05,,BusinessType Field,https://ddwiki.reso.org/display/DDW17/BusinessType+Field,1129904,,,"Contact Label = ""Business"" Occupancy Classification = [value]"
Property,BuyerAgencyCompensation,Buyer Agency Compensation,"The total commission to be paid for this sale, expressed as either a percentage or a constant currency amount.","Listing,Compensation",String,,25,,"SOComp, SellingOfficeCompensation, BuyerBrokerCompensation, SOC, Commission",,Compensación de Agencia de Comprador,Active,fc6c4c5,100032,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2011-11-09,2011-11-09,,BuyerAgencyCompensation Field,https://ddwiki.reso.org/display/DDW17/BuyerAgencyCompensation+Field,1129908,,,
Property,BuyerAgencyCompensationType,Buyer Agency Compensation Type,"A list of types to clarify the value entered in the BuyerAgencyCompensation field. For example $, % or some other clarification of the BuyerAgencyCompensation.","Listing,Compensation","String List, Single",,25,,"SOCompType, SellingOfficeCompensationType, BuyerBrokerCompensationType, SOCType, CommissionType",,Tipo de Compensación de Agencia de Comprador,Active,5cfd492,100033,Open with Enumerations,CompensationType,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2016-06-21,2015-11-10,,BuyerAgencyCompensationType Field,https://ddwiki.reso.org/display/DDW17/BuyerAgencyCompensationType+Field,1129914,,,
Property,BuyerAgentAOR,Buyer Agent AOR,The Buyer's Agent's Board or Association of REALTORS.,"Listing,AgentOffice,BuyerAgent","String List, Single",,50,,BuyerMemberAOR,,Agente Comprandor de AOR,Active,eed7cb8,100805,Open,AOR,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2017-01-09,,BuyerAgentAOR Field,https://ddwiki.reso.org/display/DDW17/BuyerAgentAOR+Field,1129929,,,
Property,BuyerAgentDesignation,Buyer Agent Designation,Designations and certifications acknowledging experience and expertise in various real estate sectors are awarded by NAR and each affiliated group upon completion of required courses.,"Listing,AgentOffice,BuyerAgent","String List, Multi",,50,,BuyerMemberDesignation,,Denominación de Agente Comprador,Active,aff4fe3,100181,Open,BuyerAgentDesignation,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2018-06-02,,BuyerAgentDesignation Field,https://ddwiki.reso.org/display/DDW17/BuyerAgentDesignation+Field,1129935,,,
Property,BuyerAgentDirectPhone,Buyer Agent Direct Phone,North American 10 digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,"Listing,AgentOffice,BuyerAgent",String,,16,,BuyerMemberDirectPhone,,Teléfono Directo de Agente Comprador,Active,faeba17,100169,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2017-01-09,,BuyerAgentDirectPhone Field,https://ddwiki.reso.org/display/DDW17/BuyerAgentDirectPhone+Field,1129941,,,
Property,BuyerAgentEmail,Buyer Agent Email,The email address of the Buyer's Agent.,"Listing,AgentOffice,BuyerAgent",String,,80,,BuyerMemberEmail,,Email de Agente Comprador,Active,a3b5329,100176,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2017-01-09,,BuyerAgentEmail Field,https://ddwiki.reso.org/display/DDW17/BuyerAgentEmail+Field,1129947,,,
Property,BuyerAgentFax,Buyer Agent Fax,North American 10 digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,"Listing,AgentOffice,BuyerAgent",String,,16,,BuyerMemberFax,,Fax de Agente Comprador,Active,936a3fa,100171,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2017-01-09,,BuyerAgentFax Field,https://ddwiki.reso.org/display/DDW17/BuyerAgentFax+Field,1129953,,,
Property,BuyerAgentFirstName,Buyer Agent First Name,The first name of the buyer's agent.,"Listing,AgentOffice,BuyerAgent",String,,50,,BuyerMemberFirstName,,Nombre de Agente Comprador,Active,5c97185,100160,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",IDX,2018-12-26,2018-12-05,,BuyerAgentFirstName Field,https://ddwiki.reso.org/display/DDW17/BuyerAgentFirstName+Field,1129960,,,
Property,BuyerAgentFullName,Buyer Agent Full Name,The full name of the buyer's agent. (First Middle Last),"Listing,AgentOffice,BuyerAgent",String,,150,,BuyerMemberFullName,,Nombre Completo de Agente Comprador,Active,dd1e722,100163,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",IDX,2018-12-26,2018-12-05,,BuyerAgentFullName Field,https://ddwiki.reso.org/display/DDW17/BuyerAgentFullName+Field,1129965,,,
Property,BuyerAgentHomePhone,Buyer Agent Home Phone,North American 10 digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,"Listing,AgentOffice,BuyerAgent",String,,16,,BuyerMemberHomePhone,,Teléfono de Casa de Agente Comprador,Active,d8f46f1,100170,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2017-01-09,,BuyerAgentHomePhone Field,https://ddwiki.reso.org/display/DDW17/BuyerAgentHomePhone+Field,1129972,,,
Property,BuyerAgentKey,Buyer Agent Key,"A system unique identifier. Specifically, in aggregation systems, the Key is the system unique identifier from the system that the record was just retrieved. This may be identical to the related xxxId identifier, but the key is guaranteed unique for this record set. This is a foreign key relating to the Member resource's MemberKey.","Listing,AgentOffice,BuyerAgent",String,,255,,BuyerMemberKey,,Clave de Agente Comprador,Active,16004eb,100178,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2017-01-09,,BuyerAgentKey Field,https://ddwiki.reso.org/display/DDW17/BuyerAgentKey+Field,1129977,,,
Property,BuyerAgentLastName,Buyer Agent Last Name,The last name of the buyer's agent.,"Listing,AgentOffice,BuyerAgent",String,,50,,BuyerMemberLastName,,Apellido de Agente Comprador,Active,197f91e,100162,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",IDX,2018-12-26,2018-12-05,,BuyerAgentLastName Field,https://ddwiki.reso.org/display/DDW17/BuyerAgentLastName+Field,1129983,,,
Property,BuyerAgentMiddleName,Buyer Agent Middle Name,The middle name of the buyer's agent.,"Listing,AgentOffice,BuyerAgent",String,,50,,BuyerMemberMiddleName,,Segundo Nombre de Agente Comprador,Active,c8652b0,100161,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2017-01-09,,BuyerAgentMiddleName Field,https://ddwiki.reso.org/display/DDW17/BuyerAgentMiddleName+Field,1129991,,,
Property,BuyerAgentMlsId,Buyer Agent MLS ID,"The local, well-known identifier. This value may not be unique, specifically in the case of aggregation systems, this value should be the identifier from the original system.","Listing,AgentOffice,BuyerAgent",String,,25,,BuyerMemberMlsId,,ID de MLS de Agente Comprador,Active,a18883e,100179,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",IDX,2018-12-26,2018-12-05,,BuyerAgentMlsId Field,https://ddwiki.reso.org/display/DDW17/BuyerAgentMlsId+Field,1129997,,,
Property,BuyerAgentMobilePhone,Buyer Agent Mobile Phone,North American 10 digit phone numbers should be in the format of ###-###-#### (separated by hyphens). Other conventions should use the common local standard. International numbers should be preceded by a plus symbol.,"Listing,AgentOffice,BuyerAgent",String,,16,,BuyerMemberMobilePhone,,Teléfono Móvil de Agente Comprador,Active,a645978,100168,,,No,"RESI,RLSE,RINC,LAND,MOBI,FARM,COMS,COML,BUSO",,2017-08-09,2017-01-09,,BuyerAgentMobilePhone Field,https://ddwiki.reso.org/display/DDW17/BuyerAgentMobilePhone+Field,1130003,,,
